id,title,dating.year,dating.yearEarly,dating.yearLate,objectTypes.0,principalMakers.0.name,principalMakers.1.name,principalMakers.2.name,principalMakers.3.name,productionPlaces.0,description,webImage.url,classification.places.0,classification.places.1,classification.places.2,classification.places.3,classification.places.5,classification.places.6,classification.places.7,classification.places.8
"en-NG-BR-508","Drinkschaal met vier regenten van het Burgerweeshuis te Amsterdam",1635,1635,1635,"schaal (objectnaam)","anoniem",,,,"Amsterdam","Drinkschaal op voet van gedreven zilver. Aan de stam zijn drie voluutvormige draken gehecht. Het bassin is gegraveerd met bandwerk, ranken en vogels. Langs een medaillon loopt een inscriptie.","http://lh3.ggpht.com/xTlOHJT-6cJfAr_fmg5Xaha88osbAcyMDwncMG7ZS59Z7mgcgg90LM3wssKfZHB29HyS0VdQs14hVYR964MSnkSIQS1e=s0","Burgerweeshuis (Amsterdam)",,,,,,,
"en-NG-KOG-1494-1","Zeemleren voorschoot gebruikt bij de eerste steenlegging in 1648 van het Amsterdamse stadhuis (het paleis) op de Dam",1648,1648,1648,"voorschoot","anoniem",,,,"Nederland","Vijfhoekige zeemleren. In de bovenhoek zit een groen omzoomd knoopsgat. Aan de beide zijkanten is een groen zijden lint genaaid. Er is een handgeschreven briefje op het voorschoot genaaid. Zie BK-KOG-1494.","http://lh4.ggpht.com/lIdZOerCwzYM7sED2b5rrW13RhD2ig-TNfnhDtzTn6YEI3wfSl0EHEsY14gTV4NL3fwRGS6ri3ek0a8lpANGHMO4S70=s0","Amsterdam","Koninklijk Paleis (Amsterdam)",,,,,,
"en-NG-VG-1-2166","Overlijden van Cornelia Clementina Barchman Wuytiers, weduwe van Cornelis Blesen, moeder van het Maagdenhuis",1718,1718,1718,"familiepenning","anoniem",,,,"Nederland","Zilveren penning. Voorzijde: twee geraamtes met zandloper en zeis staande aan weerszijde van grafmonument met opschrift en wapenschild omgeven door twee samengebonden olijftakken en bekroond met hoofd. Keerzijde: opschrift","http://lh4.ggpht.com/rFkJ6ICfcfPZINGTKoe3fXPkHZRi6PqRYdT3301uA4etIZZInBfCnXJXrP2HsoSuEuDiQdSpXUkG9dQPd3Dcg1av47k=s0","Maagdenhuis (Amsterdam)",,,,,,,
"en-NG-VG-7-56","Collegium Medicum te Amsterdam, toegangspenning voor de hortus medicus voor C.H. a Roy, lid van de Commissie van Geneeskundig Toevoorzicht",1696,1696,1828,"gildepenning","Willem de Wijs",,,,"Amsterdam","Zilveren penning. Voorzijde: Aesculapius met rechterhand leunend op slangestaf en linkerhand onder zijn mantel, staande tussen twee vazen met planten op voetstuk; op achtergrond wand van gebouw binnen omschrift. Keerzijde:gekroond wapenschild tussen twee gevulde hoorns van overvloed boven zalfspatel, waarom slang zich kronkelt, liggend op voetstuk met opschrift binnen omschrift; kantschrift",,"Hortus Medicus (Amsterdam)",,,,,,,
"en-NG-VG-7-58","Collegium Medicum te Amsterdam, toegangspenning voor de hortus medicus",1696,1696,1828,"gildepenning","Willem de Wijs",,,,"Amsterdam","Messing penning. Voorzijde: Aesculapius met rechterhand leunend op slangestaf en linkerhand onder zijn mantel, staande tussen twee vazen met planten op voetstuk; op achtergrond wand van gebouw binnen omschrift. Keerzijde: gekroond wapenschild tussen twee gevulde hoorns van overvloed boven zalfspatel, waarom slang zich kronkelt, liggend op voetstuk binnen omschrift",,"Hortus Medicus (Amsterdam)",,,,,,,
"en-NG-VG-7-60","Collegium Medicum te Amsterdam, toegangspenning voor de hortus medicus van Dr. J.G. Marchant",1696,1696,1828,"gildepenning","Willem de Wijs",,,,"Amsterdam","Messing penning. Voorzijde: Aesculapius met rechterhand leunend op slangestaf en linkerhand onder zijn mantel, staande tussen twee vazen met planten op voetstuk; op achtergrond wand van gebouw binnen omschrift. Keerzijde: gekroond wapenschild tussen twee gevulde hoorns van overvloed boven zalfspatel, waarom slang zich kronkelt, liggend op voetstuk met opschrift binnen omschrift",,"Hortus Medicus (Amsterdam)",,,,,,,
"en-RP-P-1878-A-1494","Oordeel van Salomo",1655,1655,1668,"prent","Hubert Quellinus","Arnoldus Montanus",,,,"Koning Salomo wijst, vanaf zijn troon, met zijn staf op een knielende vrouw met een baby, terwijl een beul op het punt staat om het kind in tweeën te delen. Salomo had de beul deze opdracht gegeven nadat er twee vrouwen bij hem kwamen die beiden het moederschap van een kind claimden. Toen de beul zijn zwaard hief wilde de echte moeder het kind afstaan, waardoor Salomo wist wie de echte moeder was. De prent is gemaakt naar een reliëf in de Vierschaar van het Stadhuis op de Dam te Amsterdam. De Vierschaar was een openbaar gerechtshof dat door schout en schepenen enkel werd gebruikt voor het uitspreken van doodvonnissen.","http://lh4.ggpht.com/lELTlUFTCdogGqjoGMIxn8a7Uj4hvqAGw4nj_FhpzoF_BHiibiyZVoz5SW3Sk1zj6itNzTACEYvJ3a1LqDBoIEvK9n0=s0","Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1878-A-1815","Gezicht op het Oost-Indisch Huis te Amsterdam",1665,1665,1665,"prent","Zacharias Webber (II)",,,,"Amsterdam",,"http://lh4.ggpht.com/8Gw0hJoFac1TPEAKyXQL3ROvW_PQ0XC_C5X10uMLGmsu1UkTWrwtYPyaPIEOSaf4cjnJQZ8SybQK8HklHAjO9JPX_xQ=s0","Oost-Indisch Huis (Amsterdam)",,,,,,,
"en-RP-P-1878-A-2314","Stadhuis op de Dam te Amsterdam",1693,1693,1743,"prent","Albert de Putter",,,,"Amsterdam","Gezicht op de achterzijde van het Stadhuis op de Dam te Amsterdam, met op de voorgrond diverse figuren. Links de Nieuwe Kerk en op de achtergrond de haven en de contouren van de Oude Kerk.","http://lh6.ggpht.com/wpLxMdPBekeG3jCw9UGivLZwv_WPIKWASM1kVo1izVeBcaSevynFJMj6vVVh_yGsFK1NoSijgIVucZv4kQZ8s_IdaOM=s0","Stadhuis op de Dam (Amsterdam)","Oude Kerk (Amsterdam)","Nieuwe Kerk (Amsterdam)",,,,,
"en-RP-P-1878-A-2400","Interieur van de Nieuwe Kerk te Amsterdam, naar het oosten gezien",1665,1665,1665,"prent","Jan Veenhuysen","Jan Veenhuysen",,,"Amsterdam",,"http://lh4.ggpht.com/kemqU6LE00OwXXP272rQVGCBQI_1o-BXfFQTlnagTAqtSv1wWAHGFkeCRSry4S0Q2vqv9L2ZP5A_vllbSMvyfJ2rl7c=s0","Nieuwe Kerk (Amsterdam)",,,,,,,
"en-RP-P-1878-A-524","Gezicht op de Noorderkerk te Amsterdam vanuit het Zuid-westen",1694,1694,1737,"prent","Pieter van den Berge",,,,"Amsterdam",,"http://lh6.ggpht.com/SFTka8TRNo7AS55OUtcRaH8WYgkgQuAackNG2Q-Hq5iuR7U3Hv2-hjzoGuGAkFs1LxKZeotr9uGy8TJcxJO2mIrvwp1X=s0","Noorderkerk (Amsterdam)",,,,,,,
"en-RP-P-1878-A-525","Kerkzaal van de Noorderkerk in Amsterdam",1694,1694,1737,"prent","Pieter van den Berge",,,,"Amsterdam",,"http://lh5.ggpht.com/4m0eWZgIgbEjPXmPiNByuXQ8VhIwophvLdo-2Mjb8je_aTotxSog-aYRSj-MGRVcvSXYsezsXyMaauAn5QfSssBwdZE=s0","Noorderkerk (Amsterdam)",,,,,,,
"en-RP-P-1878-A-647","Oude Stadhuis Amsterdam, 1640 en de Nieuwe Kerk Amsterdam, 1645",1725,1725,1735,"prent","J.M. Bregmagher","Ysack Greve",,,,"Bladzijde uit 'Versameling van 100. Nederlantse Outheden en Gesigten'. Boven een afbeelding van het oude Stadhuis van Amsterdam uit 1640, onder een afbeelding van het interieur van de Nieuwe Kerk voor de grote brand in 1645.","http://lh4.ggpht.com/81UXrl1gvZicpgFivE7sDUmfdcrUZGXiS2kcLO42hMbdEd39d5DIm-gfvTL4kf_eEgMJD5_yeoX7nZAwZL6xvMdrLA=s0","Oude Stadhuis (Amsterdam)","Nieuwe Kerk (Amsterdam)",,,,,,
"en-RP-P-1878-A-706","Remonstrantse kerk te Amsterdam in aanbouw, 1630",1630,1630,1640,"prent","Frans Brun","anoniem",,,"Amsterdam","De Remonstrantse kerk aan de Keizersgracht in aanbouw, de kerk gewijd op 8 september 1630. Gezicht in het interieur met de bouwwerkzaamheden in volle gang. In de lucht twee engelen: links met bijbel met alziend oog, rechts met vrijheidshoed. Onderaan in de plaat 3 verzen van elk 8 regels over 6 kolommen in het Nederlands, Latijn en Frans. Bij de prent drie losse tekstbladen met handschrift.","http://lh6.ggpht.com/LZNAGqQCJAqqB4iSBYfCspikIkl0_gU79FCRSfgxdC1bzCq_OVbGaS-giGtCuVffkboZIAMZOTJ9CXQX9Lo5JlAUzg=s0","Remonstrantse Kerk (Amsterdam)",,,,,,,
"en-RP-P-1879-A-3647","Nieuwe Lutherse Kerk te Amsterdam",1680,1680,1680,"prent","Pieter Rodingh","Justus Danckerts",,,"Amsterdam","Gezicht vanaf het Singel op de Nieuwe Lutherse Kerk te Amsterdam, met op de voorgrond enkele figuren. In de cartouche namen van voor de kerk belangwekkende figuren zoals de architecten, predikanten en diaconen en een portret van Martin Luther.",,"Nieuwe Lutherse Kerk (Amsterdam)",,,,,,,
"en-RP-P-1879-A-3654","Interieur van de Lutherse Kerk van Amsterdam",1657,1657,1657,"prent","Jan Goss","Jan Goss","Coert Goss",,"Amsterdam","Het interieur van de Lutherse Kerk van Amsterdam met zicht op de preekstoel. De prent heeft een Nederlands gedicht als onderschrift.","http://lh3.ggpht.com/wpFQVunKNFnne4f-EvMu-axcBZBi6p68Gz4BSnPbZrOajiLFP_XjJ8G6TWrLbMZxbSBT9QQMelB6csJ78WAE9wldzA=s0","Oude Lutherse Kerk (Amsterdam)",,,,,,,
"en-RP-P-1880-A-3835","Plaats van het Kartuizerklooster te Amsterdam",1609,1609,1609,"prent",,,,,"Noordelijke Nederlanden","De plaats van het Karthuizerklooster te Amsterdam. Links een korenveld waar geoogst wordt. In de 17e eeuw was de plek van het Karthuizerklooster een herbergtuin, of uitspanningsplaats. Links is het uithangbord van een herberg te zien.",,"Karthuizerklooster (Amsterdam)",,,,,,,
"en-RP-P-1880-A-3836","Oude Kerk te Amsterdam",1613,1613,1648,"prent","Claes Jansz. Visscher (II)",,,,"Amsterdam","Gezicht op de Oude Kerk in Amsterdam. Voor de kerk staan enkele figuren en rond te toren vliegen vogels. Boven de kerk een banderol met de titel.",,"Oude Kerk (Amsterdam)",,,,,,,
"en-RP-P-1880-A-3837","Nieuwe Kerk Amsterdam",1613,1613,1648,"prent","Claes Jansz. Visscher (II)",,,,"Amsterdam","Gezicht op de Nieuwe Kerk te Amsterdam, met in het midden een begrafenisstoet die zich de kerk in beweegt. Boven de kerk een banderol met de titel.",,"Nieuwe Kerk (Amsterdam)",,,,,,,
"en-RP-P-1880-A-3843","Oude Stadhuis op de Dam",1611,1611,1611,"prent","Claes Jansz. Visscher (II)",,,,"Amsterdam","Gezicht op het Oude Stadhuis op de Dam te Amsterdam, met in het midden de Waag en vele mensen. Rechts het hoekhuis van de Beursstraat.","http://lh4.ggpht.com/iUgp7uNzE3Ta5B-7B3PgtPaGxS_mDuLOWnjx70GO37umGMKbf78At8OadwdF-UhNAtQhUiMX54CoBhdJJ2PkFJeC2w=s0","Oude Stadhuis (Amsterdam)","Waag op de Dam (Amsterdam)",,,,,,
"en-RP-P-1880-A-3844","Vismarkt te Amsterdam",1611,1611,1611,"prent","Claes Jansz. Visscher (II)",,,,"Amsterdam","Gezicht op de Vismarkt te Amsterdam vanaf de zijde van het Damrak gezien. Op de voorgrond in het water verschillende schepen die volgeladen zijn met fuiken. In het midden haalt een man juist een korf uit het water. Op de achtergrond de toren van de Beurs.","http://lh6.ggpht.com/0QXS-TE8DGJ0HqklY9azpU3iFfsUet7ykliFuzG452_fmFFDW7TRAiAF3Qp6j_YMzUD6ux_xr_7wQWCtlgVn4FkhGqM=s0","Amsterdam","Damrak (Amsterdam)",,,,,,
"en-RP-P-1880-A-3845","Beurs van Hendrik de Keyser",1611,1611,1611,"prent","Claes Jansz. Visscher (II)",,,,"Amsterdam","Gezicht op de Koopmansbeurs van stadsbouwmeester Hendrick de Keyser te Amsterdam, vanaf de zijde van het Rokin gezien. Op de voorgrond enkele schepen op het water.","http://lh5.ggpht.com/A7Tv9hiEN9ASLQS65IIhNc5K1sl5XgII9e2LIUUXtEYUl_LdXaREwMFyam5wnpteBhlrZkMUwyCYjezd4chRJhy40uq2=s0","Beurs van Hendrik de Keyser (Amsterdam)",,,,,,,
"en-RP-P-1880-A-3847","Oost-Indisch Huis te Amsterdam",1623,1623,1626,"prent","Claes Jansz. Visscher (II)","Claes Jansz. Visscher (II)",,,"Amsterdam","Fragment uit een plattegrond van Amsterdam, met het Oost-Indisch Huis te Amsterdam. Links een man die het wapen van Amsterdam vasthoudt en rechts twee mannen met een vel papier, waarop een opschrift.",,"Oost-Indisch Huis (Amsterdam)",,,,,,,
"en-RP-P-1884-A-7655","Het oude stadhuis te Amsterdam en de Waag",1610,1610,1612,"prent","Claes Jansz. Visscher (II)",,,,,"Het oude stadhuis en de oude Waag van Amsterdam. Twee voorstellingen op één plaat. Links het stadhuis met de later afgebroken torenspits. Op de voorgrond meerdere figuren. Rechts de Waag, waar goederen worden ingeladen en vervoerd. Op de voorgrond rechts twee vechtende mannen. Titels op banderollen boven de gebouwen.","http://lh5.ggpht.com/1nNb8aht5tLIZaHk_j2Fj_gFM4q2yxLR0G5QS6mcXES4PXcVSu5UUDo4uwpF3zqaW1EI52JlB987e7GmAinl3g6gz9w=s0","Oude Stadhuis (Amsterdam)","Waag op de Dam (Amsterdam)",,,,,,
"en-RP-P-1884-A-8070","Haven van Amsterdam met het wachthuis",1652,1652,1654,"prent","Reinier Nooms","Reinier Nooms","Cornelis Danckerts (I)",,,"Titelblad van een serie schepen en stadsgezichten. De kamer van de heren van het waterrecht op het Kamperhoofd en de Slijpstenenmarkt bij de haven. Rechts liggen de slijpstenen op de kade, daar achter zeilschepen. Tegenwoordig de Prins Hendrikkade.","http://lh3.ggpht.com/p13PYiw9AHBdmgq4XcGIT1nNEZ79mNmBJ-gG4PUqSfAVJ_u_7oKzdXPExZz_nXnOq4_jEySjYP5dslegY-xuHX9fuQ=s0","Zeerecht (Amsterdam)",,,,,,,
"en-RP-P-1884-A-8071","Haven van Amsterdam met het wachthuis",1652,1652,1670,"prent","Reinier Nooms","Reinier Nooms","Clement de Jonghe",,"Nederland","Titelblad van een serie schepen en stadsgezichten. De kamer van de heren van het waterrecht op het Kamperhoofd en de Slijpstenenmarkt bij de haven. Rechts liggen de slijpstenen op de kade, daar achter zeilschepen. Tegenwoordig de Prins Hendrikkade.","http://lh6.ggpht.com/aPtCBr7FhgePb1BbID7L9O43X3_tp9AI35plz-2_MZGLnr6KCutfRsXwO3xX9J8gstS-zicACeJdmbKnXw8LpYztRiw=s0","Kamperhoofd (Amsterdam)",,,,,,,
"en-RP-P-1884-A-8079","Verschillende zeegezichten. Suite van dertien prenten. De titel van deze uitgave van H. de Leth, is eene copie door Allart",1650,1650,1656,"prent","Reinier Nooms","Cornelis Danckerts (I)","",,,"Het wachthuis of de kamer van de heren van het waterrecht op het Kamperhoofd",,"Kamperhoofd (Amsterdam)",,,,,,,
"en-RP-P-1885-A-8852","Begrafenis van veldmaarschalk Paulus Wirtz, 1676",1676,1676,1676,"prent","Romeyn de Hooghe","Romeyn de Hooghe",,,"Noordelijke Nederlanden","Begrafenis van veldmaarschalk Paulus Wirtz te Amsterdam, 24 oktober 1676. De begrafenisstoet met lijkwagen slingert zich naar de ingang van de Oude Kerk te Amsterdam. Onderaan een medaillon met het portret van Wirtz op een voetstuk, allegorische figuren en wapens. Rechtsonder de legenda A-Z.","http://lh4.ggpht.com/uQ0NE390GVuYKJdLQefYWdC5B6nRPbFFGnCGV0YOaN4v6ZLtxIAVybKDR8hDkV0TCQ-C_RUZZcyWA0r8GngCWPCn_h0=s0","Oude Kerk (Amsterdam)",,,,,,,
"en-RP-P-1885-A-8931","Begrafenisstoet van  Michiel Adriaansz. de Ruyter",1677,1677,1679,"prent","Johannes Jacobsz van den Aveele",,,,"Nederland","De begrafenisstoet van  Michiel Adriaansz. de Ruyter op 18 maart 1677 lopend naar de Dam in Amsterdam. Op de achtergrond zijn de Nieuwe Kerk, de Waag en het Koninklijk Paleis te zien. Links vooraan een kleinere afbeelding van het fregat dat na de begrafenis de eresalvo's voor De Ruyter afvuurt.","http://lh6.ggpht.com/JgPe2tdTEZMwUxvZ7dpq7JZLIdF8mSTjW55jfLSkeS5kXnTgZEAefKAQc4uEORmNP2ab6FrOtRWzncKELo3utJckxsFH=s0","Koninklijk Paleis (Amsterdam)","Nieuwe Kerk (Amsterdam)","Waag op de Dam (Amsterdam)",,,,,
"en-RP-P-1885-A-9368","Mijlpaal bij Sloten",1612,1612,1652,"prent","Claes Jansz. Visscher (II)","Claes Jansz. Visscher (II)",,,"Amsterdam","Gezicht op de mijlpaal te Sloten. Naast de mijlpaal een boerenkar en enkele lage huisjes. Rechts aan de rand van de weg zitten twee figuren te praten.","http://lh5.ggpht.com/JgbQQggIsnPDMbb8wNg9zuuEEYNB_1-ncRna-njNCLvOlYU9n8YNY8GX2BgM3DIJZvQ23qv4ujbA4MMb2OcsekvdkQ=s0","Sloten (Amsterdam)",,,,,,,
"en-RP-P-1888-A-12755","Landhuis en boomgaard van Jan Daimen, bij Sloterdijk",1596,1596,1630,"prent","Claes Jansz. Visscher (II)","Claes Jansz. Visscher (II)",,,"Amsterdam","Gezicht op het landhuis met bijgebouwen en de boomgaard van Jan Daimen. Op de voorgrond twee hengelaars, met netten vissend in de gracht. Een ruiter komt aanrijden. Op het tweede plan een houten bruggetje, waarachter de boomgaard. Het dak van het landhuis te zien tussen de bomen. .","http://lh6.ggpht.com/vFT0hmvJ3GkWTphaZ58pmEsMmRqsVP3jKu0twwB3hcb0mBM_xqFQzCCjC8JpMSSlA400N-WP9E18sOA3e9SQlaLmHAZ_=s0","Omval, De (Amsterdam)",,,,,,,
"en-RP-P-1890-A-16086","Herberg het Molentje aan de Amstel",1666,1666,1693,"prent","Johannes Leupenius",,,,,"Gezicht op de herberg het Molentje aan de Amstel. Op de voorgrond zit een figuur op de oever te tekenen. De prent maakt deel uit van een zesdelige serie met voorstellingen van aan de Vecht en Amstel gelegen kastelen en herbergen.","http://lh3.ggpht.com/K7fBhd4N1EuAhOh-9FA2DcRtv-nlU3ej-Dido6KC9ymJxYu8U0w2_jU_UFjxSpZTaNZeDooaEpetVhvOn4i-YSDxmLcw=s0","Herberg het Moolentje (Amsterdam)","Amstel",,,,,,
"en-RP-P-1890-A-16093","Portret van de architect Jacob Vennekool met een ontwerp voor het stadhuis op de Dam",1648,1648,1665,"prent","Salomon Savery","C.D.P.",,,"Amsterdam",,,"Stadhuis op de Dam (Amsterdam)",,,,,,,
"en-RP-P-1891-A-16548","De Gelderse Kade en de Schreierstoren",1652,1652,1654,"prent","Reinier Nooms","Reinier Nooms",,,"Nederland","De Gelderse Kade, de Schreiderstoren en de brug over het water. Vele schepen in het water.","http://lh6.ggpht.com/swHOAEM8_tRQVq8VzP6iJ-96lCBK-j9APpNDNecZK8q6V0Kop9I85Rq05qBEK73P9sYtkLlu-cxKJixQrPoVb6fUAx4=s0","Geldersekade (Amsterdam)","Schreierstoren (Amsterdam)",,,,,,
"en-RP-P-1892-A-17491C","Plattegrond van Amsterdam (blad middenlinks), 1625",1625,1625,1625,"prent","Balthasar Florisz. van Berckenrode","Balthasar Florisz. van Berckenrode","Philippus Molevliet","Balthasar Florisz. van Berckenrode","Noordelijke Nederlanden","Grote plattegrond van de stad Amsterdam uit 1625. Linksboven een gezicht op de stad en rechtsboven een kaart van de omgeving. Rechts een lijst met de namen van straten aan de Oude en de Nieuwe stadszijde. De plattegrond is samengesteld uit negen platen, waarvan twee ontbreken. Dit is het blad middenlinks met de Waag en het Zuiderkerkhof.","http://lh5.ggpht.com/VySdLeRJE8xsm22qLZjAewQGZpAtXra7-4F_2VFgCuCOnBUC5jZJuifJkAmI5jBEt2kgPFyR8nPZv0eM0IPK-2uLOos=s0","Amsterdam","Waag op de Nieuwmarkt (Amsterdam)","Zuiderkerk (Amsterdam)",,,,,
"en-RP-P-1892-A-17491D","Plattegrond van Amsterdam (middenblad), 1625",1625,1625,1625,"prent","Balthasar Florisz. van Berckenrode","Balthasar Florisz. van Berckenrode","Philippus Molevliet","Balthasar Florisz. van Berckenrode","Noordelijke Nederlanden","Grote plattegrond van de stad Amsterdam uit 1625. Linksboven een gezicht op de stad en rechtsboven een kaart van de omgeving. Rechts een lijst met de namen van straten aan de Oude en de Nieuwe stadszijde. De plattegrond is samengesteld uit negen platen, waarvan twee ontbreken. Dit is het middenblad met de Dam, de Oudekerk en de Nieuwekerk.","http://lh3.ggpht.com/BwTgWr9dNVjjSHKUJEzAn9O0MMHgH0Ye0m_zWlukpGO38OsLg1xC_rXUYQjvoLRJavbIP1ptYeQ1A5f8AtPS80erVA=s0","Amsterdam","Nieuwe Kerk (Amsterdam)","Oudekerksplein (Amsterdam)",,,,,
"en-RP-P-1892-A-17494","Nieuwe Jaers Wensch, Gedaen van de Klocke-luyders van de Oude Kerks Tooren, Aen de Burgery van Amsterdam, 1708",1707,1707,1708,"prent","anoniem","Christoffel van Sichem (I)","Cornelis Anthonisz.","Willem van Bloemen","Noordelijke Nederlanden","Nieuwjaarswens van de klokkenluiders van de Oude Kerk te Amsterdam aan de burgerij van Amsterdam voor het jaar 1708. Bovenaan een gezicht op Amsterdam vanaf het IJ. In het midden een vers in 2 kolommen. Onderaan een strook met de wapens van vijf Heren van Brederode.","http://lh6.ggpht.com/u5kW4igdspToineZoTBj5D3oK8Vwom7HJaf230VKcMyfEn7A7LQLMAc1viVQxyYdmzYLTNTjzjM5OQOCGpwRrISfTpI=s0","Oude Kerk (Amsterdam)","Amsterdam",,,,,,
